seed,fold,encoder_route,input_variant,evaluation_set,auprc,auroc,brier,ece,calibration_intercept,calibration_slope,n_train,n_validation,events_train,events_validation,n_predictors,events_per_predictor
20260524,3,jnu_to_ctu,uc_only,development_sensitivity,0.30049657984963457,0.6116138763197587,0.24694693534317538,0.2681542828955,-1.359377003871,0.44155279619924237,258,128,53,26,15,3.533333333333333
20260524,3,jnu_to_ctu,one_hz,development_sensitivity,0.32693913043224565,0.6519607843137254,0.23162379979162184,0.2441912244290981,-1.3328801356098403,0.48878845522720915,258,128,53,26,15,3.533333333333333
20260525,1,random,full,development_oof,0.3303443132731254,0.6089324618736383,0.22798610341528167,0.21289268136692927,-1.1893838563763959,0.3088749992149336,257,129,52,27,15,3.466666666666667
20260525,1,jnu_only,full,development_oof,0.32117651513653067,0.6274509803921567,0.23347040283560566,0.204673796152537,-1.2097812892186761,0.3440464637775767,257,129,52,27,15,3.466666666666667
20260525,1,jnu_asymmetric,full,development_oof,0.3210143427534067,0.6234567901234568,0.22427877275577804,0.21939542002589385,-1.200225192996762,0.3887687570729554,257,129,52,27,15,3.466666666666667
20260525,1,ctu_only,full,development_oof,0.3163724897671853,0.611837327523602,0.23615356188196185,0.20609238014582631,-1.203564775356673,0.2789656018979619,257,129,52,27,15,3.466666666666667
20260525,1,jnu_to_ctu,full,development_oof,0.3595158922872399,0.6267247639796659,0.2349383105020149,0.2250886431315153,-1.208656349829795,0.366041684816177,257,129,52,27,15,3.466666666666667
20260525,1,ctu_only,fhr_only,development_sensitivity,0.27947676463837634,0.5893246187363834,0.24306080706117109,0.2195490871379789,-1.2107869652306464,0.2264874151759262,257,129,52,27,15,3.466666666666667
20260525,1,ctu_only,uc_only,development_sensitivity,0.35761881932163203,0.6506899055918663,0.2217986136970939,0.21214575595754995,-1.2117377350871692,0.47818259177759176,257,129,52,27,15,3.466666666666667
20260525,1,ctu_only,one_hz,development_sensitivity,0.3375227215633328,0.611111111111111,0.2361320414195731,0.20249527615581892,-1.2063325870031738,0.2781532474886632,257,129,52,27,15,3.466666666666667
20260525,1,jnu_to_ctu,fhr_only,development_sensitivity,0.2581595754557934,0.5533769063180828,0.2550717527074541,0.2249154713227758,-1.255159700203753,0.09978340540387338,257,129,52,27,15,3.466666666666667
20260525,1,jnu_to_ctu,uc_only,development_sensitivity,0.3554349030827405,0.5980392156862745,0.2242087723133874,0.21255209315104848,-1.2050963528314655,0.34279915509345926,257,129,52,27,15,3.466666666666667
20260525,1,jnu_to_ctu,one_hz,development_sensitivity,0.36136958510727346,0.6296296296296297,0.23535504226865844,0.23240759347097514,-1.2101075301441706,0.36265601405124165,257,129,52,27,15,3.466666666666667
20260525,2,random,full,development_oof,0.5439252765645158,0.7595220313666915,0.18825425650927935,0.22686339231780459,-1.3454987497945667,0.9226700697853821,257,129,53,26,15,3.533333333333333
20260525,2,jnu_only,full,development_oof,0.5148177791110412,0.7587752053771472,0.1925086907429126,0.22987789200556003,-1.3444537856262113,1.0349177972309769,257,129,53,26,15,3.533333333333333
20260525,2,jnu_asymmetric,full,development_oof,0.5796382630800908,0.7737117251680359,0.1816585542322522,0.21070719375737912,-1.2709258587634629,1.0409319425348968,257,129,53,26,15,3.533333333333333
20260525,2,ctu_only,full,development_oof,0.5738915705789959,0.7621359223300972,0.18896453295653773,0.22791152261208852,-1.3697149874452001,0.9932418741870089,257,129,53,26,15,3.533333333333333
20260525,2,jnu_to_ctu,full,development_oof,0.5584036004016034,0.7748319641523524,0.18606981810206985,0.22402861362872883,-1.3314225216964803,1.1056228946940663,257,129,53,26,15,3.533333333333333
20260525,2,ctu_only,fhr_only,development_sensitivity,0.5267880675473894,0.7565347274085138,0.19218420744626466,0.21656764793693153,-1.3316437876794895,0.8326242408363371,257,129,53,26,15,3.533333333333333
20260525,2,ctu_only,uc_only,development_sensitivity,0.5371725931116452,0.7419716206123973,0.19369990091585623,0.23165240208110785,-1.3303285251883814,1.0439754332546967,257,129,53,26,15,3.533333333333333
20260525,2,ctu_only,one_hz,development_sensitivity,0.5731337140329648,0.7737117251680359,0.1848477777646947,0.2249515356358183,-1.3582838551521115,1.0119657208773511,257,129,53,26,15,3.533333333333333
20260525,2,jnu_to_ctu,fhr_only,development_sensitivity,0.5618634228216662,0.7908887229275579,0.18303272402721316,0.22563757618488467,-1.380879335156383,1.111260700886169,257,129,53,26,15,3.533333333333333
20260525,2,jnu_to_ctu,uc_only,development_sensitivity,0.5427478267100214,0.7214339058999253,0.19334782665715383,0.23313882248101295,-1.2963832142997804,0.9820370215183892,257,129,53,26,15,3.533333333333333
20260525,2,jnu_to_ctu,one_hz,development_sensitivity,0.5258241274525755,0.7707244212098582,0.18532088857017304,0.22303794164992694,-1.3346482718759154,1.0935274504902657,257,129,53,26,15,3.533333333333333
20260525,3,random,full,development_oof,0.2787137400212964,0.6138763197586727,0.23934959996449326,0.24676628633243625,-1.3209297416988954,0.39125684392218174,258,128,53,26,15,3.533333333333333
20260525,3,jnu_only,full,development_oof,0.32510922876436776,0.6312217194570136,0.23464463830077115,0.2538874161730679,-1.338074399411773,0.5445311149678329,258,128,53,26,15,3.533333333333333
20260525,3,jnu_asymmetric,full,development_oof,0.33907415030051224,0.6346153846153846,0.23531771160651999,0.260229853303291,-1.3476993520265068,0.5874460507786866,258,128,53,26,15,3.533333333333333
20260525,3,ctu_only,full,development_oof,0.2888276625715326,0.6206636500754148,0.23617496531450263,0.2534327451867071,-1.3255555300889696,0.46974455402140014,258,128,53,26,15,3.533333333333333
20260525,3,jnu_to_ctu,full,development_oof,0.3221554740029384,0.6278280542986425,0.23492607023320264,0.25194289560555383,-1.3356331611243075,0.5284220235107953,258,128,53,26,15,3.533333333333333
20260525,3,ctu_only,fhr_only,development_sensitivity,0.31154522729754697,0.6398944193061841,0.24078932280046667,0.2515045954452604,-1.3302290455459205,0.4074056754705059,258,128,53,26,15,3.533333333333333
20260525,3,ctu_only,uc_only,development_sensitivity,0.39409750191775805,0.6176470588235294,0.237260266256687,0.25576856445206475,-1.33688673158127,0.5710633199662687,258,128,53,26,15,3.533333333333333
20260525,3,ctu_only,one_hz,development_sensitivity,0.2906919495714253,0.6289592760180996,0.23449318169544797,0.2503286437822711,-1.3275627776675287,0.4731564521468114,258,128,53,26,15,3.533333333333333
20260525,3,jnu_to_ctu,fhr_only,development_sensitivity,0.33476833988035676,0.6907993966817496,0.22426875715681835,0.2503156361768094,-1.3499531006322898,0.609230082296328,258,128,53,26,15,3.533333333333333
20260525,3,jnu_to_ctu,uc_only,development_sensitivity,0.2958647490680779,0.6187782805429864,0.24467839467456948,0.2685675128916866,-1.3635190251980853,0.47850596355169606,258,128,53,26,15,3.533333333333333
20260525,3,jnu_to_ctu,one_hz,development_sensitivity,0.32465625438566453,0.6327300150829562,0.23320682467340864,0.24843727265313692,-1.329299957360937,0.5255916746262354,258,128,53,26,15,3.533333333333333
